lat,long,cropland,wildareas-v3-1993-human-footprint,wildareas-v3-2009-human-footprint,trees,grassland,shrubs,water
45.415,141.678888888889,0.003700000001117587,22,21,0.006899999920278788,0.010300000198185444,0,0.40959998965263367
43.9461111111111,141.631944444444,0.040800001472234726,0,0,0.041099999099969864,0.005799999926239252,0,0.7365999817848206
43.7569444444444,142.372222222222,0.0575999990105629,40,42,0.2087000012397766,0.0414000004529953,0,0.013000000268220901
44.0177777777778,144.279722222222,3.9999998989515007e-4,29,34,0.10459999740123749,0.0010000000474974513,0,0.3555999994277954
43.06,141.328611111111,0.01940000057220459,46,46,0.07999999821186066,0.0032999999821186066,0,3.9999998989515007e-4
43.2116666666667,141.785833333333,0.02889999933540821,42,42,0.15600000321865082,0.00930000003427267,0,1.9999999494757503e-4
42.9222222222222,143.211944444444,0.0026000000070780516,41,43,0.0560000017285347,0.0019000000320374966,0,0
42.9858333333333,144.377777777778,0.0017999999690800905,48,48,0.0031999999191612005,0.006399999838322401,0,0
42.9530555555556,144.4375,0.12939999997615814,42,43,0.15919999778270721,0.16830000281333923,0,0.24959999322891235
43.3305555555556,145.585555555556,0.017799999564886093,25,26,0.16949999332427979,0.024700000882148743,0,0
42.3116666666667,140.975277777778,0.009200000204145908,31,31,0.755299985408783,0.0012000000569969416,0,0.0015999999595806003
42.3236111111111,140.97,0.00860000029206276,31,31,0.23029999434947968,0.012600000016391277,0,0.0754999965429306
42.1625,142.776944444444,0.02710000053048134,17,16,0.4661000072956085,0.014999999664723873,0,0.11810000240802765
41.8672222222222,140.123888888889,0,3,0,0,6.000000284984708e-4,0,0.9071999788284302
41.8166666666667,140.754166666667,0.018400000408291817,38,38,0.030400000512599945,0.004399999976158142,0,0
42.9011111111111,140.758055555556,0.04149999842047691,40,40,0.0674000009894371,0.017999999225139618,0,0
44.345,143.355277777778,0.016599999740719795,35,38,0.12020000070333481,0.021900000050663948,0,0
42.2944444444444,143.316666666667,0.08749999850988388,37,40,0.05999999865889549,0.0421999990940094,0,0.2969000041484833
38.7569444444444,140.312222222222,0.20679999887943268,41,43,0.11599999666213989,0.011099999770522118,0,0
40.8216666666667,140.768888888889,0.004600000102072954,44,44,0.02239999920129776,0.002899999963119626,0,0.046799998730421066
40.5272222222222,141.521666666667,0.009999999776482582,36,34,0.05620000138878822,0.0019000000320374966,0,0.3343999981880188
39.7175,140.099166666667,0.0071000000461936,40,38,0.08420000225305557,0.1128000020980835,0,0
39.6983333333333,141.166111111111,0.0017999999690800905,43,45,0.14579999446868896,0.0020000000949949026,0,0
39.6469444444444,141.965833333333,0.009800000116229057,36,39,0.7378000020980835,3.000000142492354e-4,0,0
38.9086111111111,139.843333333333,3.000000142492354e-4,45,45,0.025200000032782555,0.0027000000700354576,0,0.04580000042915344
38.2555555555556,140.34611111111099,0.0038999998942017555,39,38,0.04749999940395355,0,0,0
38.2619444444444,140.896666666667,0.007499999832361937,45,46,0.16619999706745148,0.025599999353289604,0,0
38.2622222222222,140.896666666667,0.007499999832361937,45,46,0.16619999706745148,0.025599999353289604,0,0
37.7594444444444,140.470833333333,1.9999999494757503e-4,41,42,0.060499999672174454,3.000000142492354e-4,0,0
37.1316666666667,140.215,0.0024999999441206455,40,40,0.11869999766349792,0.05009999871253967,0,0.009700000286102295
36.9475,140.903333333333,0,2,0,6.99999975040555e-4,0.02250000089406967,0,0.1881999969482422
37.3913888888889,136.895277777778,0.10440000146627426,32,35,0.2883000075817108,0.09120000153779984,0,0.006200000178068876
38.0291666666667,138.24,6.000000284984708e-4,6,5,0.040800001472234726,0.0024999999441206455,0,0.5404000282287598
37.8936111111111,139.018888888889,0.026200000196695328,44,44,0.006000000052154064,0.01510000042617321,0,0.012500000186264515
36.5897222222222,136.634722222222,0.005900000222027302,45,45,0.002099999925121665,0.005799999926239252,0,0
36.7094444444445,137.2025,0.18950000405311584,49,49,0.11590000241994858,0.020800000056624413,0,0.27070000767707825
36.6627777777778,138.1925,0.0017000000225380063,43,44,0.147599995136261,0.007899999618530273,0,0
37.1066666666667,138.246666666667,0.027699999511241913,43,44,0.1242000013589859,0.004699999932199717,0,0
36.5497222222222,139.868333333333,0.00279999990016222,44,43,0.06379999965429306,0.003000000026077032,0,6.99999975040555e-4
36.0555555555556,136.2225,0.07500000298023224,44,45,0.07680000364780426,0.048500001430511475,0,0.004600000102072954
36.1561111111111,137.253333333333,0.03220000118017197,42,43,0.0617000013589859,0.026200000196695328,0,0.029600000008940697
36.2466666666667,137.970555555556,0.006300000008195639,44,44,0.059300001710653305,0.0013000000035390258,0,0
36.4052777777778,139.060555555556,0.0013000000035390258,41,40,0.01720000058412552,0.0010999999940395355,0,0
36.15,139.38,1.9999999494757503e-4,45,45,0.023600000888109207,1.9999999494757503e-4,0,0
36.3811111111111,140.468055555556,0.031199999153614044,44,45,0.10899999737739563,0.017999999225139618,0,0
35.6533333333333,136.062222222222,0.007400000002235174,34,34,0.024399999529123306,0.0071000000461936,0,0.12960000336170197
35.4002777777778,136.7625,1.9999999494757503e-4,45,45,0.03460000082850456,0.003100000089034438,0,0
