lat,long,wc2.1_30s_bio_1,wc2.1_30s_bio_2,wc2.1_30s_bio_3,wc2.1_30s_bio_4,wc2.1_30s_bio_5,wc2.1_30s_bio_6,wc2.1_30s_bio_7,wc2.1_30s_bio_8,wc2.1_30s_bio_9,wc2.1_30s_bio_10,wc2.1_30s_bio_11,wc2.1_30s_bio_12,wc2.1_30s_bio_13,wc2.1_30s_bio_14,wc2.1_30s_bio_15,wc2.1_30s_bio_16,wc2.1_30s_bio_17,wc2.1_30s_bio_18,wc2.1_30s_bio_19
38.25085,128.56472,12.08750057220459,8.675000190734863,27.279874801635742,856.60833740234375,27.200000762939453,-4.599999904632568,31.80000114440918,22.133333206176758,1.183333396911621,22.133333206176758,1.183333396911621,1283,271,41,72.93859100341797,694,134,694,134
37.67713,128.71833,8.0625,10.108333587646484,27.923572540283203,978.45684814453125,25,-11.199999809265137,36.20000076293945,19.08333396911621,-4.549999713897705,19.600000381469727,-4.549999713897705,1350,276,38,74.5044174194336,717,128,683,128
37.90256,127.7357,10.979166984558105,10.691666603088379,27.915576934814453,1039.5682373046875,28.700000762939453,-9.600000381469727,38.30000305175781,22.566667556762695,-2.433333396911621,23.316667556762695,-2.433333396911621,1252,320,17,100.15410614013672,773,60,750,60
37.75147,128.89098,12.729166984558105,8.908333778381348,27.494855880737305,885.7802734375,28.100000381469727,-4.300000190734863,32.400001525878906,22.91666603088379,1.4333332777023315,23.08333396911621,1.4333332777023315,1366,283,42,66.49653625488281,697,156,611,156
37.57142,126.9658,12.033333778381348,8.916666984558105,24.699907302856445,1022.9088134765625,29.200000762939453,-6.900000095367432,36.10000228881836,23.683334350585938,-1.100000023841858,24.066665649414063,-1.100000023841858,1336,325,22,96.1981201171875,799,73,786,73
37.47772,126.6249,11.762499809265137,8.391666412353516,22.990867614746094,1042.3162841796875,29.100000381469727,-7.400000095367432,36.5,23.633333206176758,-1.6833332777023315,23.983333587646484,-1.6833332777023315,1229,266,26,81.90684509277344,675,87,662,87
37.33756,127.9466,11.212499618530273,10.97499942779541,28.655351638793945,1036.9254150390625,29,-9.300000190734863,38.29999923706055,22.766666412353516,-2.1500000953674316,23.5,-2.1500000953674316,1310,344,22,94.7151870727539,778,77,760,77
37.48129,130.89864,12.583333015441895,6.233333110809326,22.422061920166016,800.7392578125,26.600000381469727,-1.2000000476837158,27.80000114440918,22.21666717529297,6.199999809265137,22.21666717529297,2.6666667461395264,1249,154,70,26.024858474731445,429,227,429,297
37.27226,126.98533,11.725000381469727,9.616666793823242,25.920934677124023,1028.6939697265625,29.100000381469727,-8,37.099998474121094,23.5,-1.4166666269302368,23.933334350585938,-1.4166666269302368,1323,332,26,91.81038665771484,771,82,753,82
36.97038,127.95266,11.441666603088379,10.75,28.666667938232422,1017.4473876953125,29.100000381469727,-8.399999618530273,37.5,22.850000381469727,-1.616666555404663,23.549999237060547,-1.616666555404663,1279,321,25,89.07585906982422,726,85,723,85
36.77661,126.49391,11.783333778381348,9.916666984558105,27.623027801513672,980.97430419921875,29.100000381469727,-6.800000190734863,35.900001525878906,23.21666717529297,-0.6000000834465027,23.5,-0.6000000834465027,1228,272,31,78.90977478027344,663,98,639,98
36.99176,129.41278,12.600000381469727,9.583333015441895,29.578189849853516,852.17901611328125,27.799999237060547,-4.599999904632568,32.39999771118164,22.566665649414063,1.716666579246521,22.566665649414063,1.716666579246521,1128,203,42,54.042335510253906,520,153,520,153
36.63924,127.44066,11.787500381469727,10.941666603088379,28.793859481811523,1032.869140625,29.600000381469727,-8.399999618530273,38,24.100000381469727,-1.4499999284744263,24.100000381469727,-1.4499999284744263,1271,298,27,86.847259521484375,716,88,716,88
36.372,127.37212,12.541666984558105,10.850000381469727,29.324323654174805,999.91326904296875,30.100000381469727,-6.900000095367432,37,24.5,-0.1833333522081375,24.5,-0.1833333522081375,1327,306,30,86.13482666015625,748,96,748,96
36.22023,127.99457,11.554166793823242,10.741666793823242,29.921077728271484,960.32061767578125,28.399999618530273,-7.5,35.900001525878906,22.983333587646484,-0.75,22.983333587646484,-0.75,1235,290,25,84.27012634277344,687,86,687,86
36.03201,129.38002,13.854166984558105,9.058333396911621,28.30729103088379,854.88555908203125,29.100000381469727,-2.9000000953674316,32,23.850000381469727,2.9833333492279053,23.91666603088379,2.9833333492279053,1112,200,27,65.44014739990234,539,107,532,107
36.0053,126.76135,12.958333015441895,10.25,29.202280044555664,950.69073486328125,30.200000762939453,-4.900000095367432,35.10000228881836,24.366666793823242,1.100000023841858,24.366666793823242,1.100000023841858,1204,258,30,76.76560974121094,637,101,637,101
35.87797,128.65295,13.512499809265137,10.758333206176758,30.135387420654297,938.20703125,30.299999237060547,-5.400000095367432,35.70000076293945,24.600000381469727,1.4833333492279053,24.600000381469727,1.4833333492279053,1065,223,16,80.32283782958984,577,65,577,65
35.8408,127.119,13.379166603088379,10.741666793823242,29.591367721557617,974.81573486328125,31,-5.300000190734863,36.29999923706055,25.066667556762695,1.066666603088379,25.066667556762695,1.066666603088379,1291,291,32,79.83063507080078,705,107,705,107
35.5825,129.3347222,13.841666221618652,9.649999618530273,29.33130645751953,857.85894775390625,29.5,-3.4000000953674316,32.900001525878906,23.950000762939453,2.9666666984558105,24.03333282470703,2.9666666984558105,1233,224,25,66.51951599121094,601,105,578,105
35.17294,126.89158,13.820833206176758,10.358333587646484,29.510921478271484,938.546875,31.100000381469727,-4,35.099998474121094,25.03333282470703,2.016666889190674,25.03333282470703,2.016666889190674,1335,275,33,76.41963195800781,720,114,720,114
35.10468,129.03203,14.391666412353516,8.183333396911621,26.569263458251953,814.9005126953125,29.200000762939453,-1.600000023841858,30.80000114440918,23.78333282470703,4.050000190734863,24.183334350585938,4.050000190734863,1459,254,27,66.6862564086914,707,113,665,113
34.84546,128.4356,14.129166603088379,8.791666984558105,27.998937606811523,815.3846435546875,29.200000762939453,-2.200000047683716,31.400001525878906,23.566665649414063,3.799999952316284,23.96666717529297,3.799999952316284,1554,290,25,71.90047454833984,784,109,733,109
34.81689,126.38121,13.862500190734863,8.72499942779541,27.09627342224121,875.90765380859375,29.799999237060547,-2.4000000953674316,32.20000076293945,24.133333206176758,2.950000047683716,24.399999618530273,2.950000047683716,1153,219,28,67.006011962890625,574,107,536,107
34.73929,127.74064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34.39587,126.70184,14.050000190734863,7.483333110809326,24.94444465637207,834.09722900390625,29,-1,30,23.75,5.9666666984558105,24.166667938232422,3.633333444595337,1394,246,28,67.98023986816406,697,112,624,115
33.51411,126.52968,15.533333778381348,6.7833333015441895,24.847375869750977,762.91107177734375,29.600000381469727,2.299999952316284,27.30000114440918,24.600000381469727,8.449999809265137,25.066667556762695,6.2833333015441895,1743,280,52,55.69807815551758,785,197,710,200
33.38677,126.8802,15.354166984558105,6.574999809265137,24.351850509643555,752.45794677734375,29.100000381469727,2.0999999046325684,27,24.21666717529297,8.366666793823242,24.816665649414063,6.199999809265137,1835,284,55,53.99494934082031,812,209,763,216
33.24613,126.56534,15.933333396911621,6.866666316986084,25.814537048339844,719.3251953125,29.299999237060547,2.700000047683716,26.599998474121094,24.316665649414063,9.366666793823242,24.983333587646484,7.199999809265137,1842,296,46,57.89073944091797,834,186,741,191
35.16379,128.04002,13.050000190734863,9.683333396911621,28.313838958740234,908.1324462890625,29.200000762939453,-5,34.20000076293945,23.83333396911621,1.5499999523162842,23.83333396911621,1.5499999523162842,1375,277,19,79.71367645263672,742,85,742,85
37.70739,126.44634,10.983333587646484,8.616666793823242,23.73737335205078,1023.2975463867188,27.899999618530273,-8.399999618530273,36.29999923706055,22.633333206176758,-2.2666666507720947,22.96666717529297,-2.2666666507720947,1290,327,19,98.03239440917969,787,63,759,63
37.48863,127.49446,11.254166603088379,10.225000381469727,27.12201499938965,1033.916748046875,28.700000762939453,-9,37.70000076293945,22.883333206176758,-2.0333333015441895,23.516666412353516,-2.0333333015441895,1283,351,22,96.07167053222656,760,73,748,73
37.26399,127.48421,11.308333396911621,10.699999809265137,27.86458396911621,1046.8282470703125,29.100000381469727,-9.300000190734863,38.400001525878906,23.049999237060547,-2.1500000953674316,23.733333587646484,-2.1500000953674316,1301,338,24,91.04200744628906,749,81,735,81
38.05987,128.16713,10.074999809265137,9.550000190734863,26.164382934570313,993.46844482421875,26.899999618530273,-9.600000381469727,36.5,21.21666717529297,-2.866666555404663,21.649999618530273,-2.866666555404663,1140,269,20,89.3584213256836,661,72,637,72
37.68358,127.8804,10.5,10.466666221618652,27.328109741210938,1042.791259765625,28.200000762939453,-10.100000381469727,38.30000305175781,22.116666793823242,-3.016666889190674,22.799999237060547,-3.016666889190674,1256,325,19,96.57072448730469,755,67,738,67
