lat,long,wc2.1_30s_bio_1,wc2.1_30s_bio_2,wc2.1_30s_bio_3,wc2.1_30s_bio_4,wc2.1_30s_bio_5,wc2.1_30s_bio_6,wc2.1_30s_bio_7,wc2.1_30s_bio_8,wc2.1_30s_bio_9,wc2.1_30s_bio_10,wc2.1_30s_bio_11,wc2.1_30s_bio_12,wc2.1_30s_bio_13,wc2.1_30s_bio_14,wc2.1_30s_bio_15,wc2.1_30s_bio_16,wc2.1_30s_bio_17,wc2.1_30s_bio_18,wc2.1_30s_bio_19
45.415,141.678888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43.9461111111111,141.631944444444,7.566666603088379,7.566666603088379,22.998987197875977,928.7169189453125,24.5,-8.399999618530273,32.900001525878906,16.03333282470703,5.0333333015441895,19.016666412353516,-3.633333206176758,1231,145,55,35.74364471435547,430,179,385,317
43.7569444444444,142.372222222222,6.8416666984558105,9.633333206176758,25.08680534362793,1069.71923828125,26.100000381469727,-12.300000190734863,38.400001525878906,15.516666412353516,-1.350000023841858,19.633333206176758,-6.366666793823242,1062,143,45,36.44738006591797,396,158,322,192
44.0177777777778,144.279722222222,6.275000095367432,7.416666507720947,22.680936813354492,907.35504150390625,22.600000381469727,-10.100000381469727,32.70000076293945,17.383333206176758,-4.833333492279053,17.383333206176758,-4.833333492279053,845,118,36,31.74806022644043,302,146,302,146
43.06,141.328611111111,8.691666603088379,8.083333015441895,23.77450942993164,963.40264892578125,26.100000381469727,-7.900000095367432,34,17.233333587646484,6.5,20.399999618530273,-3.066666603088379,1245,154,72,27.22818374633789,417,220,402,300
43.2116666666667,141.785833333333,7.4375,8.858333587646484,24.743947982788086,999.6593017578125,25.600000381469727,-10.199999809265137,35.79999923706055,16.133333206176758,5.233333587646484,19.450000762939453,-4.816666603088379,1186,154,61,29.44552993774414,401,198,392,294
42.9222222222222,143.211944444444,6.616666793823242,10.533333778381348,26.267663955688477,1049.576416015625,25.200000762939453,-14.899999618530273,40.099998474121094,15.700000762939453,-6.949999809265137,18.83333396911621,-6.949999809265137,1119,159,42,39.992401123046875,428,148,424,148
42.9858333333333,144.377777777778,6.150000095367432,8.550000190734863,25.522388458251953,890.34979248046875,22,-11.5,33.5,17.066665649414063,-4.866666793823242,17.066665649414063,-4.866666793823242,1053,152,37,39.788082122802734,385,131,385,131
42.9530555555556,144.4375,5.933333396911621,7.950000286102295,24.61300277709961,862.10980224609375,21.200000762939453,-11.100000381469727,32.30000305175781,14.75,-4.650000095367432,16.549999237060547,-4.683333396911621,1048,152,35,40.21174240112305,385,127,381,146
43.3305555555556,145.585555555556,6.191666603088379,6.2833333015441895,22.28132438659668,778.7076416015625,20.399999618530273,-7.800000190734863,28.200000762939453,14.716666221618652,-3.450000047683716,15.833333015441895,-3.450000047683716,1118,161,43,34.47005081176758,403,171,381,171
42.3116666666667,140.975277777778,8.516666412353516,6.016666412353516,21.488096237182617,822.19586181640625,23.399999618530273,-4.599999904632568,28,18.96666717529297,-1.1666666269302368,18.96666717529297,-1.1666666269302368,1202,185,52,42.37505340576172,494,176,494,176
42.3236111111111,140.97,8.633333206176758,6.133333206176758,21.672555923461914,830.51556396484375,23.600000381469727,-4.699999809265137,28.299999237060547,19.16666603088379,-1.1333333253860474,19.16666603088379,-1.1999999284744263,1195,181,53,41.416011810302734,487,177,487,190
42.1625,142.776944444444,7.683333396911621,7.25,24.576271057128906,819.25225830078125,22.700000762939453,-6.800000190734863,29.5,18.066667556762695,-2.0166666507720947,18.066667556762695,-2.066666603088379,1047,152,37,39.220924377441406,388,139,388,140
41.8672222222222,140.123888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41.8166666666667,140.754166666667,9.100000381469727,7.800000190734863,24.528303146362305,880.48541259765625,25.399999618530273,-6.400000095367432,31.799999237060547,20.03333282470703,-1.2166666984558105,20.03333282470703,-1.6666667461395264,1331,184,73,32.41282653808594,492,229,492,245
42.9011111111111,140.758055555556,6.6458330154418945,8.941666603088379,25.187793731689453,988.4571533203125,24.899999618530273,-10.600000381469727,35.5,-2.4833333492279053,9.966666221618652,18.683332443237305,-5.300000190734863,1496,183,72,32.2387580871582,526,224,393,484
44.345,143.355277777778,5.775000095367432,8.116666793823242,23.942968368530273,929.1455078125,22.700000762939453,-11.199999809265137,33.900001525878906,17.133333206176758,-1.933333396911621,17.133333206176758,-5.650000095367432,852,122,35,38.63100051879883,332,135,332,139
42.2944444444444,143.316666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38.7569444444444,140.312222222222,10.662500381469727,8.208333015441895,24.649648666381836,940.66497802734375,28.700000762939453,-4.599999904632568,33.29999923706055,2.183333396911621,8.149999618530273,22.133333206176758,-0.46666666865348816,1634,174,90,23.032955169677734,509,284,470,453
40.8216666666667,140.768888888889,10.570833206176758,8.208333969116211,25.57113265991211,890.65972900390625,27.799999237060547,-4.300000190734863,32.099998474121094,18.78333282470703,8.25,21.616666793823242,-0.13333332538604736,1254,139,68,23.106834411621094,390,219,378,343
40.5272222222222,141.521666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39.7175,140.099166666667,11.491666793823242,7.733333587646484,24.47257423400879,893.0484619140625,28.700000762939453,-2.9000000953674316,31.600000381469727,22.616666793823242,8.949999809265137,22.616666793823242,0.9500000476837158,1651,176,98,21.60704231262207,509,301,509,418
39.6983333333333,141.166111111111,10.291666984558105,9.416666030883789,27.53411293029785,927.31732177734375,28.100000381469727,-6.099999904632568,34.20000076293945,21.549999237060547,-0.8999999761581421,21.549999237060547,-0.8999999761581421,1310,176,60,37.34760284423828,515,203,515,203
39.6469444444444,141.965833333333,10.516666412353516,9.033332824707031,29.424537658691406,797.61669921875,26.200000762939453,-4.5,30.700000762939453,20.46666717529297,0.949999988079071,20.46666717529297,0.949999988079071,1309,199,45,43.975868225097656,505,157,505,157
38.9086111111111,139.843333333333,12.266666412353516,7.75,25.08090591430664,870.55975341796875,29.200000762939453,-1.7000000476837158,30.900001525878906,8.966667175292969,9.683333396911621,23.066667556762695,2.049999952316284,1860,218,103,26.35089683532715,590,318,552,478
38.2555555555556,140.34611111111099,12.066666603088379,8.666666984558105,25.64102554321289,937.0440673828125,30.100000381469727,-3.700000047683716,33.79999923706055,23.316667556762695,4.766666889190674,23.316667556762695,0.7166666388511658,1241,155,72,28.278989791870117,444,225,444,261
38.2619444444444,140.896666666667,12.433333396911621,7.9666666984558105,26.29262924194336,824.14508056640625,28,-2.299999952316284,30.299999237060547,22.649999618530273,2.549999952316284,22.649999618530273,2.549999952316284,1237,199,36,50.588340759277344,523,128,523,128
38.2622222222222,140.896666666667,12.433333396911621,7.9666666984558105,26.29262924194336,824.14508056640625,28,-2.299999952316284,30.299999237060547,22.649999618530273,2.549999952316284,22.649999618530273,2.549999952316284,1237,199,36,50.588340759277344,523,128,523,128
37.7594444444444,140.470833333333,12.833333015441895,8.983333587646484,27.985462188720703,857.05450439453125,29.700000762939453,-2.4000000953674316,32.10000228881836,23.266666412353516,2.5166666507720947,23.266666412353516,2.5166666507720947,1128,159,49,41.97587585449219,443,152,443,152
37.1316666666667,140.215,11.337499618530273,9.27500057220459,28.71516990661621,850.16607666015625,28,-4.300000190734863,32.29999923706055,21.766666412353516,1.149999976158142,21.766666412353516,1.149999976158142,1285,189,36,52.627716064453125,534,123,534,123
36.9475,140.903333333333,13.175000190734863,8.083333969116211,28.97252082824707,722.04095458984375,27,-0.8999999761581421,27.899999618530273,20.41666603088379,4.633333206176758,22.28333282470703,4.566666603088379,1352,178,41,41.768577575683594,481,143,437,200
37.3913888888889,136.895277777778,13.158333778381348,7.299999713897705,24.829931259155273,814.14715576171875,29,-0.4000000059604645,29.399999618530273,6.199999809265137,10.433333396911621,23.450000762939453,3.566666603088379,2164,257,116,26.641674041748047,716,373,595,508
38.0291666666667,138.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37.8936111111111,139.018888888889,13.524999618530273,7.333333492279053,24.043716430664063,863.78265380859375,30.100000381469727,-0.4000000059604645,30.5,5.916666507720947,10.850000381469727,24.316667556762695,3.383333206176758,1891,241,100,29.118101119995117,665,316,474,596
36.5897222222222,136.634722222222,14.300000190734863,8.016666412353516,26.02813720703125,843.2755126953125,30.700000762939453,-0.10000000149011612,30.80000114440918,24.799999237060547,7.316666603088379,24.799999237060547,4.300000190734863,2090,245,135,20.039209365844727,618,411,618,511
36.7094444444445,137.2025,13.341666221618652,8.483333587646484,26.51041603088379,880.81011962890625,30.200000762939453,-1.7999999523162842,32,24.133333206176758,11.133333206176758,24.133333206176758,2.700000047683716,2039,232,126,21.987390518188477,624,383,624,517
36.6627777777778,138.1925,11.979166984558105,9.908332824707031,28.390640258789063,929.88873291015625,30,-4.900000095367432,34.900001525878906,23.233333587646484,3.233333110809326,23.233333587646484,0.6833333373069763,1120,148,63,33.7874755859375,394,205,394,205
37.1066666666667,138.246666666667,13.399999618530273,8.866666793823242,27.622013092041016,873.1343994140625,30.600000381469727,-1.5,32.099998474121094,5.733333587646484,16.08333396911621,24.200000762939453,3.0333333015441895,2617,387,95,43.5285758972168,1058,344,606,792
36.5497222222222,139.868333333333,13.524999618530273,10.133333206176758,30.339323043823242,835.0380859375,29.799999237060547,-3.5999999046325684,33.39999771118164,23.683332443237305,3.2833335399627686,23.683332443237305,3.2833335399627686,1344,187,37,47.845680236816406,507,129,507,129
36.0555555555556,136.2225,14.550000190734863,8.116666793823242,26.014957427978516,859.7012939453125,31.299999237060547,0.10000000149011612,31.19999885559082,6.833333492279053,12.300000190734863,25.16666603088379,4.266666889190674,2323,286,133,26.386932373046875,760,439,573,752
